Location,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018 
Albania,3092.228,3093.041,3103.759,3115.576,3121.97,3122.408,3119.029,3111.005,3097.747,3079.179,3054.331,3023.907,2991.651,2962.635,2940.525,2926.659,2920.039,2918.978,2920.775,2923.352,2927.373,2931.566,2935.722
Algeria,29411.415,29886.839,30335.732,30765.613,31183.66,31592.153,31995.046,32403.514,32831.096,33288.437,33777.915,34300.076,34860.715,35465.76,36117.637,36819.558,37565.847,38338.562,39113.313,39871.528,40670.747,41468.945,42264.911
American Samoa,53.929,54.941,55.901,56.77,57.521,58.175,58.731,59.117,59.264,59.118,58.65,57.903,57.03,56.227,55.637,55.32,55.23,55.307,55.437,55.537,55.608,55.711,55.845
Andorra,64.36,64.327,64.142,64.37,65.39,67.341,70.049,73.182,76.244,78.867,80.991,82.683,83.861,84.462,84.449,83.751,82.431,80.788,79.223,78.014,77.659,77.412,77.258
Angola,14682.284,15088.981,15504.318,15949.766,16440.924,16983.266,17572.649,18203.369,18865.716,19552.542,20262.399,20997.687,21759.42,22549.547,23369.131,24218.565,25096.15,25998.34,26920.466,27859.305,28845.131,29872.937,30943.367
Anguilla,10.058,10.303,10.548,10.793,11.07,11.372,11.692,12.021,12.339,12.638,12.903,13.15,13.36,13.565,13.769,13.951,14.129,14.299,14.459,14.611,14.799,14.945,15.087
Antigua and Barbuda,75.628,77.739,79.851,81.831,83.584,85.057,86.266,87.293,88.257,89.253,90.301,91.381,92.478,93.581,94.661,95.719,96.777,97.824,98.875,99.923,100.991,102.078,103.168
Argentina,35419.682,35833.969,36241.59,36648.068,37057.452,37471.509,37889.37,38309.379,38728.696,39145.488,39558.89,39970.224,40382.389,40799.407,41223.889,41656.879,42096.739,42539.925,42981.515,43417.765,43860.988,44304.842,44749.147
Armenia,3168.215,3133.086,3108.684,3089.017,3069.588,3050.655,3033.897,3017.806,3000.612,2981.259,2958.5,2933.056,2908.22,2888.584,2877.311,2875.581,2881.922,2893.509,2906.22,2916.95,2925.135,2931.491,2936.251
Aruba,83.2,85.451,87.277,89.005,90.853,92.898,94.992,97.017,98.737,100.031,100.832,101.22,101.353,101.453,101.669,102.053,102.577,103.187,103.795,104.341,104.792,105.235,105.662
Asia,3539101.069,3587833.521,3635758.51,3683189.786,3730370.625,3777425.069,3824369.526,3871201.74,3917871.151,3964342.662,4010602.667,4056684.697,4102643.673,4148549.798,4194425.212,4240280.976,4286014.731,4331391.205,4376099.655,4419897.601,4464643.724,4508849.207,4552511.846
Australia,18271.685,18467.588,18665.045,18864.112,19065.837,19268.533,19475.191,19696.972,19948.429,20238.903,20573.606,20946.664,21342.493,21739.04,22120.064,22479.799,22821.849,23150.729,23474.668,23799.556,24139.593,24473.797,24802.209
Australia/New Zealand,21989.034,22219.95,22449.019,22682.243,22924.836,23176.466,23438.397,23719.041,24028.867,24374.258,24759.523,25179.815,25620.818,26062.522,26490.126,26898.164,27289.592,27668.256,28041.368,28414.088,28801.209,29181.991,29556.403
Austria,8017.863,8032.876,8041.05,8051.113,8069.276,8097.748,8134.412,8175.852,8216.805,8253.65,8284.735,8311.783,8338.453,8370.038,8409.949,8459.864,8517.548,8577.782,8633.22,8678.657,8696.178,8713.597,8730.616
Azerbaijan,7855.553,7925.669,7989.904,8054.125,8122.741,8197.279,8277.015,8361.359,8448.882,8538.606,8630.195,8724.304,8821.908,8924.407,9032.457,9146.379,9264.917,9385.293,9503.771,9617.484,9731.889,9839.418,9940.831
Bahamas,283.79,286.97,290.06,293.572,297.89,303.135,309.157,315.746,322.526,329.249,335.83,342.328,348.676,354.856,360.832,366.568,372.039,377.24,382.169,386.838,391.107,395.334,399.522
Bahrain,578.668,594.93,613.702,636.545,664.614,697.549,735.148,778.711,829.848,889.168,958.414,1035.891,1114.59,1185.029,1240.862,1278.269,1300.217,1315.411,1336.397,1371.855,1457.45,1532.91,1598.696
Bangladesh,121269.645,123854.64,126447.965,129029.691,131581.243,134107.16,136600.667,139019.001,141307.489,143431.101,145368.004,147139.191,148805.814,150454.708,152149.102,153911.916,155727.053,157571.292,159405.279,161200.886,162981.492,164849.716,166792.754
Barbados,265.942,266.945,267.95,268.922,269.847,270.685,271.478,272.258,273.091,274.009,275.039,276.15,277.319,278.47,279.569,280.601,281.585,282.509,283.385,284.217,284.97,285.663,286.305
Belarus,10109.072,10073.061,10033.061,9986.933,9933.609,9872.961,9807.132,9740.054,9676.902,9621.543,9575.043,9536.864,9507.331,9486.239,9473.071,9468.5,9471.73,9478.902,9484.851,9485.772,9471.549,9453.513,9432.198
Belgium,10208.275,10223.789,10237.299,10255.16,10282.033,10319.019,10364.885,10419.032,10480.117,10546.886,10619.567,10697.835,10779.173,10860.29,10938.739,11013.083,11083.55,11151.512,11219.161,11287.94,11370.064,11442.618,11506.379
Belize,213.676,221.606,230.284,239.026,247.315,254.984,262.206,269.13,276.089,283.277,290.747,298.407,306.165,313.929,321.608,329.192,336.701,344.181,351.694,359.288,367.288,375.491,383.868
Benin,6094.259,6281.639,6470.265,6664.098,6865.951,7076.733,7295.394,7520.555,7750.004,7982.225,8216.896,8454.791,8696.916,8944.706,9199.259,9460.802,9729.16,10004.451,10286.712,10575.952,10887.847,11211.561,11547.055
Bermuda,62.986,63.259,63.511,63.767,64.028,64.323,64.61,64.87,65.065,65.13,65.063,64.892,64.625,64.303,63.956,63.581,63.179,62.771,62.382,62.003,61.632,61.321,61.069
Bhutan,519.282,528.754,542.155,557.543,573.416,589.6,606.399,623.434,640.282,656.639,672.228,686.958,700.95,714.458,727.641,740.51,752.967,764.961,776.448,787.386,798.038,808.811,819.673
Bolivia (Plurinational State of),7717.443,7870.855,8026.254,8182.712,8339.512,8496.375,8653.345,8810.42,8967.741,9125.409,9283.334,9441.444,9599.855,9758.748,9918.242,10078.343,10239.004,10400.264,10562.159,10724.705,10898.445,11076.555,11258.743
Bosnia and Herzegovina,3780.378,3752.431,3750.485,3759.118,3766.706,3771.284,3775.807,3779.247,3781.287,3781.53,3779.468,3774,3763.599,3746.561,3722.084,3688.865,3648.2,3604.999,3566.002,3535.961,3527.377,3518.48,3509.201
Botswana,1604.06,1637.635,1669.625,1699.862,1728.34,1754.935,1779.953,1804.339,1829.33,1855.852,1884.238,1914.414,1946.351,1979.882,2014.866,2051.339,2089.315,2128.507,2168.573,2209.197,2253.434,2298.404,2344.03
Brazil,164913.306,167545.164,170170.64,172759.243,175287.587,177750.67,180151.021,182482.149,184738.458,186917.361,189012.412,191026.637,192979.029,194895.996,196796.269,198686.688,200560.983,202408.632,204213.133,205962.108,207727.315,209465.818,211173.828
British Virgin Islands,18.833,19.27,19.722,20.188,20.645,21.085,21.529,22,22.541,23.168,23.905,24.731,25.604,26.447,27.224,27.901,28.509,29.056,29.588,30.113,30.749,31.319,31.837
Brunei Darussalam,304.699,312.038,319.222,326.289,333.241,340.117,346.867,353.389,359.523,365.158,370.25,374.864,379.252,383.772,388.662,394.013,399.748,405.716,411.704,417.542,423.213,428.837,434.412
Bulgaria,8291.872,8211.726,8137.564,8066.883,7997.787,7930.546,7866.086,7803.881,7743.264,7683.763,7624.959,7566.949,7510.331,7456.03,7404.59,7356.213,7310.383,7266.141,7222.145,7177.396,7127.816,7076.867,7024.651
Burkina Faso,10372.745,10665.546,10968.724,11282.701,11607.942,11944.587,12293.1,12654.621,13030.569,13421.93,13829.177,14252.021,14689.726,15141.099,15605.217,16081.904,16571.216,17072.723,17585.977,18110.624,18673.39,19259.77,19870.011
Burundi,6041.112,6112.097,6186.352,6278.94,6400.706,6555.829,6741.569,6953.113,7182.451,7423.289,7675.338,7939.573,8212.264,8489.031,8766.93,9043.508,9319.71,9600.186,9891.79,10199.27,10548.173,10909.368,11282.812
Cabo Verde,398.773,408.175,417.323,426.285,435.079,443.716,452.106,460.147,467.664,474.567,480.795,486.438,491.723,496.963,502.384,508.067,513.979,520.106,526.437,532.913,540.265,547.887,555.742
Cambodia,10980.273,11295.88,11597.739,11883.636,12152.354,12402.473,12634.729,12853.124,13063.377,13270.201,13474.489,13676.693,13880.509,14090.208,14308.74,14537.886,14776.866,15022.692,15270.79,15517.635,15776.697,16036.814,16297.921
Cameroon,13812.472,14165.423,14523.57,14891.891,15274.234,15671.927,16084.886,16513.822,16959.081,17420.795,17899.562,18395.389,18907.008,19432.541,19970.495,20520.447,21082.383,21655.715,22239.904,22834.522,23476.088,24142.028,24832.505
Canada,29622.132,29903.15,30178.134,30453.884,30735.773,31024.732,31320.889,31627.806,31949.417,32287.98,32645.483,33019.932,33404.548,33789.831,34168.668,34538.622,34900.705,35255.495,35604.728,35949.709,36292.884,36636.31,36978.807
Caribbean,36838.907,37246.271,37643.88,38030.111,38403.986,38765.019,39114.069,39453.535,39786.576,40115.79,40441.529,40763.754,41083.981,41403.983,41724.731,42047.196,42370.627,42691.676,43005.785,43309.611,43619.215,43932.557,44248.243
Caribbean Netherlands,15.164,15.083,14.887,14.638,14.393,14.127,13.886,13.748,13.894,14.403,15.337,16.649,18.153,19.646,20.94,21.994,22.844,23.506,24.071,24.57,24.988,25.355,25.69
Cayman Islands,33.536,35.597,37.74,39.808,41.687,43.316,44.738,46.028,47.299,48.622,50.031,51.483,52.926,54.279,55.507,56.579,57.523,58.371,59.172,59.963,60.757,61.549,62.331
Central African Republic,3435.821,3517.309,3597.385,3676.508,3754.986,3832.203,3907.612,3981.665,4055.036,4127.91,4201.758,4275.8,4345.386,4404.23,4448.525,4476.153,4490.416,4499.653,4515.392,4546.1,4604.301,4676.751,4762.614
Central America,129181.431,131470.922,133705.3,135878.796,137992.226,140033.253,142014.325,143991.441,146039.807,148211.558,150528.927,152971.868,155497.581,158041.891,160556.595,163028.364,165467.124,167875.536,170262.816,172635.109,175124.31,177647.058,180196.489
Central Asia,53885.824,54292.276,54684.25,55097.49,55559.337,56082.293,56665.898,57307.871,58000.41,58737.838,59518.516,60345.972,61224.785,62161.019,63156.447,64212.215,65319.007,66454.885,67590.949,68705.005,69856.713,70987.05,72099.304
Chad,7241.134,7493.251,7759.258,8041.846,8342.559,8663.012,9001.689,9353.201,9710.043,10067.009,10421.597,10775.708,11133.861,11502.786,11887.202,12288.651,12705.135,13133.589,13569.438,14009.413,14474.726,14962.868,15473.63
Channel Islands,144.829,145.715,146.671,147.687,148.725,149.793,150.901,152.038,153.17,154.294,155.411,156.513,157.581,158.603,159.581,160.497,161.358,162.18,162.969,163.758,164.518,165.262,165.991
Chile,14497.826,14694.835,14887.756,15076.952,15262.754,15444.969,15623.635,15799.542,15973.778,16147.064,16319.792,16491.687,16661.942,16829.442,16993.354,17153.357,17309.746,17462.982,17613.798,17762.681,17915.276,18066.753,18216.464
China,1249981.441,1259066.974,1267441.503,1275406.699,1283198.97,1290937.649,1298646.577,1306343.911,1314007.478,1321623.49,1329209.094,1336800.506,1344415.227,1352068.091,1359755.102,1367480.264,1375198.619,1382793.212,1390110.388,1397028.553,1403677.62,1409467.883,1414468.12
"China, Hong Kong SAR",6241.81,6356.47,6473.836,6579.564,6663.654,6722.306,6759.491,6782.571,6802.597,6827.761,6860.376,6898.397,6940.323,6983.272,7025.221,7065.815,7106.399,7148.571,7194.563,7245.701,7309.755,7367.756,7419.433
"China, Macao SAR",393.567,401.564,409.837,418.604,427.979,438.081,448.896,460.147,471.453,482.559,493.32,503.823,514.348,525.313,536.969,549.439,562.531,575.841,588.781,600.942,610.498,619.981,629.361
"China, Taiwan Province of China",21364.13,21483.508,21595.372,21711.573,21840.235,21985.282,22143.337,22306.338,22462.374,22602.886,22725.478,22833.013,22928.526,23017.055,23102.406,23185.01,23263.897,23339.858,23413.652,23485.755,23544.237,23595.107,23638.431
Colombia,38049.038,38645.411,39234.062,39819.279,40403.958,40988.909,41572.491,42152.151,42724.163,43285.634,43835.722,44374.572,44901.544,45416.181,45918.097,46406.646,46881.475,47342.981,47791.911,48228.697,48679.633,49126.3,49567.607
Comoros,488.627,501.953,515.385,528.848,542.357,555.888,569.479,583.211,597.228,611.627,626.425,641.62,657.229,673.252,689.692,706.569,723.868,741.5,759.385,777.424,796.729,816.63,837.129
Congo,2879.222,2962.47,3048.453,3136.344,3225.727,3315.806,3407.18,3502.519,3605.439,3718.243,3842.365,3976.246,4115.435,4253.712,4386.693,4512.73,4633.363,4751.393,4871.101,4995.648,5134.957,5278.83,5427.521
Cook Islands,18.815,18.569,18.295,18.124,18.122,18.322,18.702,19.148,19.522,19.71,19.696,19.511,19.212,18.868,18.545,18.257,17.996,17.767,17.588,17.449,17.458,17.48,17.517
Costa Rica,3596.732,3682.725,3767.373,3848.723,3925.443,3996.798,4063.204,4125.971,4187.038,4247.841,4308.794,4369.469,4429.508,4488.263,4545.28,4600.474,4654.122,4706.401,4757.575,4807.852,4859.791,4911.179,4961.905
Côte d'Ivoire,14995.249,15445.986,15884.552,16300.233,16686.561,17040.152,17366.517,17679.355,17997.738,18336.303,18699.435,19085.941,19497.986,19936.366,20401.331,20895.311,21418.603,21966.312,22531.35,23108.472,23718.664,24356.682,25022.084
Croatia,4574.887,4532.399,4491.902,4456.433,4428.072,4408.08,4395.819,4388.946,4383.92,4378.057,4370.699,4362.266,4352.428,4341.084,4328.153,4313.371,4296.526,4277.806,4257.533,4236.016,4212.266,4188.738,4165.45
Cuba,10961.012,11013.983,11064.097,11110.004,11150.736,11186.542,11217.998,11244.885,11266.941,11284.253,11296.233,11303.687,11309.754,11318.602,11333.051,11354.651,11382.146,11412.167,11439.767,11461.432,11468.118,11474.667,11480.608
Curaçao,141.983,139.569,136.891,134.311,132.099,130.277,128.829,128.021,128.157,129.394,131.898,135.498,139.73,143.933,147.608,150.593,152.985,154.895,156.512,158.01,159.185,160.346,161.499
Cyprus,873.423,891.192,908.704,926.05,943.286,960.282,976.966,993.563,1010.41,1027.658,1045.509,1063.712,1081.563,1098.076,1112.607,1124.835,1135.062,1143.896,1152.309,1160.985,1171.25,1181.21,1190.864
Czechia,10350.57,10338.593,10323.488,10306.645,10289.594,10271.204,10252.439,10239.277,10239.536,10258.176,10298.288,10356.586,10423.794,10486.845,10536.286,10568.715,10586.755,10594.481,10598.526,10603.762,10607.765,10608.68,10606.557
Dem. People's Republic of Korea,22113.548,22335.638,22537.336,22731.985,22929.075,23131.81,23336.681,23538.54,23729.498,23904.167,24061.097,24203.289,24335.146,24463.021,24591.599,24722.298,24854.034,24985.976,25116.363,25243.917,25374.527,25505.912,25637.033
Democratic Republic of the Congo,42770.544,43830.146,44840.529,45898.667,47076.387,48394.338,49835.756,51390.033,53034.217,54751.476,56543.011,58417.562,60373.608,62409.435,64523.263,66713.597,68978.682,71316.033,73722.86,76196.619,78853.172,81611.35,84475.973
Denmark,5254.86,5277.711,5300.379,5321.774,5341.194,5358.062,5372.801,5386.968,5402.761,5421.702,5444.303,5469.957,5497.795,5526.447,5554.844,5582.873,5610.66,5637.817,5663.914,5688.695,5707.956,5728.117,5748.927
Djibouti,643.682,660.953,680.612,700.099,717.584,732.711,746.221,758.615,770.752,783.254,796.208,809.402,822.934,836.84,851.146,865.937,881.185,896.688,912.164,927.414,943.584,960.258,977.372
Dominica,71.145,70.753,70.29,69.903,69.676,69.67,69.824,70.093,70.379,70.627,70.807,70.95,71.074,71.229,71.44,71.718,72.044,72.4,72.778,73.162,73.56,73.967,74.392
Dominican Republic,8029.113,8163.472,8296.375,8429.112,8562.622,8697.126,8832.285,8967.76,9102.998,9237.566,9371.338,9504.353,9636.52,9767.758,9897.985,10027.095,10154.95,10281.296,10405.844,10528.394,10656.081,10784.713,10913.986
Eastern Africa,232413.444,239215.718,246345.989,253675.516,261113.89,268638.612,276291.511,284122.793,292207.492,300599.706,309313.054,318329.032,327631.032,337191.043,346987.498,357015.563,367279.164,377775.443,388502.716,399458.026,411320.596,423683.307,436537.161
Eastern Asia,1474822.445,1485085.081,1494568.181,1503584.325,1512377.595,1521071.205,1529686.044,1538233.613,1546681.947,1555011.573,1563236.216,1571398.378,1579531.194,1587670.908,1595828.675,1604014.4,1612178.334,1620194.727,1627896.076,1635150.365,1642012.714,1647948.89,1653027.584
Eastern Europe,308748.143,307737.757,306568.509,305292.681,303957.552,302580.116,301183.921,299829.699,298588.342,297510.641,296621.738,295913.454,295359.343,294914.429,294540.681,294233.056,293987.914,293768.982,293532.237,293243.708,292821.827,292269.711,291600.544
Ecuador,11683.479,11924.993,12163.885,12398.691,12628.596,12852.755,13072.06,13289.601,13509.647,13735.233,13967.48,14205.453,14447.562,14691.275,14934.69,15177.355,15419.666,15661.547,15903.112,16144.368,16396.382,16650.908,16907.68
Egypt,64933.456,66151.117,67378.056,68626.664,69905.988,71226.94,72590.118,73981.942,75381.899,76778.149,78159.048,79537.253,80953.881,82465.022,84107.606,85897.561,87813.257,89807.433,91812.566,93778.172,95792.467,97796.808,99796.77
El Salvador,5671.925,5727.755,5778.706,5825.187,5867.626,5905.962,5940.303,5971.535,6000.775,6028.961,6056.478,6083.475,6110.301,6137.276,6164.626,6192.56,6221.246,6250.777,6281.189,6312.478,6348.018,6386.312,6426.636
Equatorial Guinea,523.999,544.636,566.673,589.938,614.323,639.762,666.407,694.611,724.817,757.317,792.217,829.327,868.418,909.111,951.104,994.29,1038.593,1083.746,1129.424,1175.389,1223.189,1272.034,1321.771
Eritrea,3116.379,3161.35,3224.223,3302.263,3392.801,3497.124,3614.639,3738.265,3858.623,3969.007,4066.648,4153.332,4232.636,4310.334,4390.84,4474.69,4560.977,4650.998,4746.045,4846.976,4968.279,5094.177,5224.74
Estonia,1417.736,1409.674,1406.35,1403.789,1399.112,1391.729,1382.732,1372.909,1363.565,1355.648,1349.297,1344.072,1339.712,1335.83,1332.102,1328.449,1324.934,1321.56,1318.359,1315.321,1312.418,1309.045,1305.248
Ethiopia,59155.148,60976.45,62794.151,64640.054,66537.331,68492.257,70497.192,72545.144,74624.405,76727.083,78850.689,81000.409,83184.892,85416.253,87702.67,90046.756,92444.183,94887.724,97366.774,99873.033,102630.97,105537.824,108585.238
Europe,728232.51,728031.016,727650.06,727316.733,727200.939,727354.723,727754.272,728396.633,729252.505,730289.682,731530.909,732963.756,734474.49,735911.175,737163.58,738177.804,738976.542,739621.182,740210.73,740813.959,741559.865,742045.543,742291.405
Faeroe Islands,46.058,46.251,46.58,46.937,47.258,47.526,47.769,47.974,48.143,48.285,48.383,48.448,48.485,48.517,48.55,48.608,48.666,48.747,48.842,48.965,49.158,49.357,49.568
Falkland Islands (Malvinas),2.538,2.637,2.736,2.815,2.882,2.924,2.947,2.951,2.954,2.939,2.921,2.907,2.885,2.867,2.852,2.856,2.858,2.87,2.887,2.898,2.907,2.911,2.922
Fiji,784.476,792.86,800.315,806.494,811.223,814.218,815.691,816.628,818.354,821.817,827.411,834.812,843.34,851.967,859.95,867.086,873.596,879.715,885.806,892.149,899.962,907.56,914.967
Finland,5136.979,5151.746,5164.242,5175.926,5187.954,5200.479,5213.373,5227.103,5242.185,5258.927,5277.57,5298.014,5319.902,5342.646,5365.782,5389.242,5412.98,5436.616,5459.717,5481.966,5501.285,5520.708,5540.048
France,58499.689,58763.395,59034.921,59316.107,59608.201,59911.252,60225.076,60550.097,60886.607,61233.9,61592.884,61960.95,62329.567,62687.521,63026.74,63343.577,63639.873,63919.917,64190.638,64457.201,64728.631,64990.736,65244.722
